ticker,name,year,month,day,text_file_name,future_Single_1,future_Single_2,future_Single_3,future_Single_4,future_Single_5,future_Single_6,future_Single_7,future_Single_8,future_Single_9,future_Single_10,future_Single_11,future_Single_12,future_Single_13,future_Single_14,future_Single_15,future_Single_16,future_Single_17,future_Single_18,future_Single_19,future_Single_20,future_Single_21,future_Single_22,future_Single_23,future_Single_24,future_Single_25,future_Single_26,future_Single_27,future_Single_28,future_Single_29,future_Single_30
PLD,Prologis,2017,7,18,Prologis_20170718,0.0,-4.147637216000001,-5.795248217999999,-3.807345268,-7.605970956,-4.238101705,-8.024995405,-5.055108904,-4.420961598,-4.7426331589999995,-6.082527866,-6.639888095,-5.539950599,-4.459246245,-6.145368591,-7.326148822,-4.329747922,-5.5630233129999995,-3.6070728919999997,-4.696085159,-5.146999248999999,-4.182448992,-6.775022739,-4.2654580619999996,-5.070200517,-4.017926992,-4.756305108,-5.302668449,-6.033536815,-5.520344295
USB,U.S. Bancorp,2017,7,19,U.S. Bancorp_20170719,-4.86907376,-4.982077375,-4.354021973,-4.933909464,-4.274609517,0.0,-5.925651483999999,-5.52276437,-5.738108891,-7.188194956,-5.141257278,-4.785196727,0.0,-6.631902638,-7.19271719,-4.137150931,-5.067171118,-4.253308832,-5.627067515,-6.010138082999999,-3.845243982,-7.164691467999999,-8.549799145,-5.25421224,-5.990312782,-7.166636532999999,-5.462434735,-6.159834926,-4.727000904,-6.349452488
CCI,Crown Castle International Corp.,2017,7,19,Crown Castle International Corp._20170719,-4.262377571,-3.935636562,-8.10315664,-5.618181537999999,-7.413471991000001,-5.062786611,-5.54867795,0.0,-5.782180674,-4.697410726,-4.7396294469999996,-4.519000653,-4.764426698,-4.503289945,-4.906596782,-7.4264361260000005,-6.578402243999999,-4.19492378,-4.9996527330000005,-4.950031698,-5.692211854,-8.559068834,-4.9880550139999995,-4.746657845,-5.682631832,-5.110647462,-6.05670092,-7.486190378,-8.17961716,-6.059320566
AXP,American Express Co,2017,7,19,American Express Co_20170719,-4.99825659,-5.873925765,-4.97721069,-5.334231967,-6.654576144,-4.074620797,-4.480313794,-5.284266852,-9.053693656,-7.258731302,-5.873240129,-5.292955283,-6.574310835,-6.860529867,-5.8399582510000005,-4.328508272,-5.746865654,-4.268765328,-4.170528348,-4.974326225,-4.208011447,-4.797888513999999,-6.972723662999999,0.0,-8.358577777999999,-6.97165116,-6.654135092000001,-7.261691347999999,-9.053411913,-5.756866705
GWW,Grainger (W.W.) Inc.,2017,7,19,Grainger (W.W.) Inc._20170719,-3.761689018,-5.091947692,-4.442888372,-4.337957497,-4.072456023,-4.858425346000001,-4.314325707,-4.695197803,-4.024516817,-6.33808527,-5.733652015,-5.260484924,-4.052663443999999,-4.090705773,-4.691338273,-4.842500163,-6.300836528,-3.945045716,-4.470827257,0.0,-5.8404411529999996,-3.9372496439999995,-3.991899218,-3.271768857,-4.04463657,-3.9184939389999998,-4.686262757,-3.809735367,-5.145722171,-4.149023174
sna,Snap-On Inc.,2017,7,20,Snap-On Inc._20170720,-6.0918012820000005,-4.09833313,-4.106004586,-7.312979322,-3.4339836310000003,-4.146569083999999,-4.455717981,-4.823122713,-8.537001767000001,-6.9965980210000005,-7.437489574,-4.244989187,-5.371648065,-5.068909153,-4.156836611,-6.200034649,-4.764522094,-4.228906551000001,-5.35849029,-4.027470812,-5.153561,-3.162758469,-6.157623974,-5.669123797999999,-4.674729069,-4.229281731,-6.873225882000001,-5.036955954,-5.78012229,-4.633944375
bk,The Bank of New York Mellon Corp.,2017,7,20,The Bank of New York Mellon Corp._20170720,-4.585165036999999,-6.184326391,-5.326214237,-5.062803659,-4.612496048,-7.181957004,-4.958104241,-4.356511146,-5.5930625,-6.395201762,-5.595067923999999,-5.160561274,-6.50941372,-5.37136687,-3.252557025,-5.3773997389999995,-4.401162865,-5.106523736000001,-5.282451338,-3.891060333,-5.151361293,-6.361140269,-4.709906926,-6.171115982999999,-7.8779508,-5.93244839,-4.931245865,-5.671183577000001,-5.262291138999999,-6.483906896000001
MSFT,Microsoft Corp.,2017,7,20,Microsoft Corp._20170720,-5.150999335,-5.961972476000001,-4.8262595589999995,-6.272601482000001,-4.421283836000001,-6.412790461,-5.369843433,-6.406748939,-5.424093375,-6.487544665,-4.913619107,-5.5590335820000005,-5.2238362380000005,-5.427032232999999,-4.2248898210000005,-4.182250409,-4.197413845,-8.204708372,-5.137454717,-4.076181622,-6.6901268510000005,-5.36226179,-4.268785916000001,-5.113624562,-7.792796759,-6.326555653,-8.891461323,-5.802286772,-4.331968557,-4.578617700000001
DOV,Dover Corp.,2017,7,20,Dover Corp._20170720,-5.624928753,-4.340321157,-5.538869741,-4.517502895,-5.116284562,-6.731753009,-7.649160195,-5.398377742,-4.811933283,-3.664277943,-6.98535431,-4.803120399,-5.436417491,-7.6831070189999995,-4.186321283,-5.225155032,-5.078153695,-5.2480116,-5.913826579,-4.169243009,-6.146104873,-6.261705468,-4.341054625,-5.644069262,-5.674550692,-4.365528142,-4.681547684,-7.462943857999999,-4.545556115,-6.405715087000001
SWKS,Skyworks Solutions,2017,7,20,Skyworks Solutions_20170720,-6.450816656000001,-4.200969258,-5.29697542,-4.728989063999999,-5.784527294,-4.457720061,-4.777713969,-5.180336512,-6.544151062999999,-3.6777398669999997,-4.5428092939999996,-3.962516612,-6.118872121,-9.257049754,-3.5072574860000003,-4.16361343,-3.807919736,-5.767148688,-6.7017137170000005,-3.349054085,0.0,-4.44470398,-3.9220643280000003,-5.838708725,-6.192633686000001,-5.283792942,-4.377912674,-4.81058544,-3.7364884739999997,-4.293157217
EBAY,eBay Inc.,2017,7,20,eBay Inc._20170720,-4.177894376999999,-5.069993932,-6.407420765,-3.9208742869999997,-3.7512557760000003,-5.057919282,-5.142526478,-5.290823287,-8.186436156000001,-5.241452539,-5.983367147,-4.286253212,-4.972834257,-4.866407434,-3.4995648839999998,-6.36852878,-5.45386049,-6.556873071,-5.769743071000001,-4.238916623,-6.210340921,-4.165248218,-4.095538656,-6.07559158,-8.15839907,-5.161310136,-5.586424656,-4.491483943,-4.274408116,-4.395844845
shw,Sherwin-Williams,2017,7,20,Sherwin-Williams_20170720,-5.53085933,-6.517874599,-6.424648267999999,-5.381851085,-4.246211763,-4.682082693,-4.204705781,-7.535529521,-9.738847338,-4.708422519,-5.77208493,-6.200058847,-5.175735813,-4.64974711,-4.524172121,-7.637836507,-4.076678553,-4.224234708,-5.267782887,-4.4561826380000005,-6.325417155,-6.2267869000000005,-3.5561698639999997,-4.644373498999999,-7.376926342999999,-4.5348688930000005,-7.2536076089999995,-4.071362152,-4.227532469,-5.583965257000001
SLB,Schlumberger Ltd.,2017,7,21,Schlumberger Ltd._20170721,-6.404922717000001,-4.723639014,-8.116625389,-4.440249,-4.601917631,-6.192399315,-5.119871288,-6.354633633,-4.3303007319999995,-4.608400843,-4.222778215,-4.139676288,0.0,-4.095724624,-4.72722678,-6.276462176,-4.8314425210000005,-5.459427115,-4.540010957,-5.38148281,-5.287610966,-5.19296285,-5.981285344,-5.31733904,-4.141233623,-5.000986677,-7.146088711,-6.3583486979999995,-6.269580818,-5.222106349
RF,Regions Financial Corp.,2017,7,21,Regions Financial Corp._20170721,-4.427302029,-4.499801001,-4.885560933,-5.48407061,-4.873797412,-4.976719967,-5.089007786,-4.653259972,-5.355944523,-5.920202337,-5.363289901,-7.3044292660000005,-4.413477200000001,-3.654073723,-4.129934875,-3.7228566830000003,-5.327184984,-4.638883768,-3.712868592,-5.29756063,-6.555270322999999,-4.251339642,-5.315317542,-4.627066605,0.0,-4.503260863,-4.699782142,-5.176128059,-4.6962691869999995,-4.767164703
CDNS,Cadence Design Systems,2017,7,24,Cadence Design Systems_20170724,-3.10627063,-4.217324967,-5.225205088,-7.116975802000001,-5.818492145,-5.323008325,-4.003796205,-5.41748926,-8.194673345,-4.433028500000001,-5.372835219,-5.0326230810000006,-4.593199633999999,-5.485892612000001,-3.993399367,-5.171822044,-4.695655497,-3.954442062,-5.81385358,-6.828418605,-4.387178431000001,-5.830276095,-5.45264756,-5.129893173999999,-4.615925905,-5.597632365,-4.433720926,-3.719585631,-4.181791866,-4.4540956110000005
KMB,Kimberly-Clark,2017,7,25,Kimberly-Clark_20170725,-3.933752179,-4.127958436,-4.256660398,-5.150170818,-4.4282129889999995,-5.910151087000001,-5.938170085,-5.823040744,-7.101048757,-8.712063108999999,-6.571251659,-5.416984717999999,-5.640355319,-4.744028826,-5.417626761,-7.108521666000001,-7.802152335,-4.922856681,-4.544369752,-6.195872207000001,-6.640121495,-4.55937876,-5.4306055660000006,-4.962590383,-9.411750029,-7.333017003999999,-4.816539237,-7.340007472000001,-6.017894878,-3.8559439369999997
MMM,3M Company,2017,7,25,3M Company_20170725,-6.316941494,-5.273631957,-6.40718259,-4.925363363,-4.606022601,-4.512077442,-4.532016929,-8.84312109,-6.89656852,-5.3248784780000005,-8.325555987000001,-6.716426343999999,-6.715412936,-4.99849697,-6.995393673,-5.634720654,-4.393252483,-4.725861514,-5.295957219,-5.415105406,-4.840165187,-5.909355522,-9.9107521,-6.417622627,-6.087070234,-5.574175687,-5.778607739,-5.594123434,-4.368170596000001,-5.235545935
JNPR,Juniper Networks,2017,7,25,Juniper Networks_20170725,-2.758010438,-4.720631828,-6.544300736,-5.03874983,-4.46986157,-6.337542137000001,-5.460306608,-4.953700292,-5.234293261,-6.561310842999999,-5.866774267,-3.4604555360000004,-6.818554742000001,-3.984251522,-4.27095213,-4.829423971000001,-3.850878546,0.0,-7.213489995,-4.144981586,-4.743865085,-5.515261175,-5.614595611,-7.920941432,-5.617829124,-4.479167576,-5.727171853,-6.318263995,-3.9940531439999996,-4.410787957
PCAR,PACCAR Inc.,2017,7,25,PACCAR Inc._20170725,-6.7545843439999995,-5.144001889,-8.133536252,-5.531493,-3.882513351,-5.121560478,-5.983181934,-4.244214531,-7.7343587970000005,-4.6583350139999995,-4.589094096,-3.514678888,-5.093883881,-4.598373045,-5.256445962,-4.993358832,-3.91872022,-6.042579393,-5.5294215520000005,-3.9647775739999997,-4.98688271,-5.819786656000001,-5.816814003999999,-5.100631957,-4.439555346000001,-4.260228006,-5.577118502,-4.949653155,-4.749651286000001,-7.17446021
STX,Seagate Technology,2017,7,25,Seagate Technology_20170725,-3.653375503,-4.990410763,-6.478912168,-4.534453881,-4.386886122,-6.503440328,-5.406266007999999,-5.479758342,-6.505192361000001,-4.224306323,-4.437787655,-3.4355304330000003,-3.7526773560000004,-4.82185993,-4.792110386,-5.083858735,-3.5110837530000003,-5.416414737999999,-5.853813918999999,-3.6350416219999997,-3.227894993,-8.039397543,-4.904302973,-4.869145894,-6.668463471,-6.444137538,-6.95646294,-4.7602725669999995,-3.510758927,-6.707751866000001
CAT,Caterpillar Inc.,2017,7,25,Caterpillar Inc._20170725,-4.721136148,-4.894493468,-6.048747657000001,-6.634213233,-4.898264542,-9.333843232000001,-5.48320588,-4.968039088,-5.76092866,-5.946398014,-7.398746426000001,-4.56523781,-5.9326778639999995,-4.876873056,-7.547052797999999,-5.488163033999999,-4.7574606269999995,-4.977099098,-5.874921372999999,-3.9351780080000003,-4.6843806919999995,-8.24916769,-5.305148391,-6.021015103,-4.807424261,-4.3218900080000004,-7.57999195,-5.00207136,-8.684248669,-4.49559524
Amgn,Amgen Inc.,2017,7,25,Amgen Inc._20170725,-3.5884586169999997,-3.850757598,-4.27706756,-8.66859144,-6.129561588,-6.268444467,-6.434678448,-6.268731633,-5.472881269,-5.278883222,-7.123579189,-3.6658063889999997,-6.270000893,-4.325973807,-5.872870587,-4.835919565,-3.8685814780000003,-5.776752712,-5.2589869160000005,-4.477807516,-5.068530638,-5.181201076,-6.69632311,-4.421324988,-5.9447371879999995,-4.798192638,-3.741180755,-5.242369238,-4.5077262760000005,-4.679984968
UTX,United Technologies,2017,7,25,United Technologies_20170725,-4.918837091,-4.94616672,-6.49135421,-5.982034919,-5.94673741,-4.392849569,-5.078085423,-5.73822771,-3.711273774,-5.883731826,-4.782323086,-5.584898861,-6.800343907999999,-6.1083407,-4.589507984,-3.7392326189999996,-4.128840308,-5.232462783,-6.358583052999999,-5.6389745410000005,-4.4582490869999996,-4.2143175269999995,-6.217177166,-6.092637307,-3.532885723,-4.881953817,-6.9043566720000005,-4.197363123,-2.86640742,-4.241419087
pnr,Pentair plc,2017,7,25,Pentair plc_20170725,-4.252769818,-6.1733588379999995,-4.396519808,-5.7568472139999995,-4.638543507,-5.743932165,-5.798503375,-5.311959119,-5.254353591,-4.77531118,-6.791202214,-4.295594221,-7.114971945,-4.182051953,-4.8693087219999995,-5.1774383010000005,-4.113438951,-5.058343061,-6.413025143,-4.743607559,-4.532908707,-5.576281527000001,-4.7265503010000005,-4.698999042,-6.317184165,-6.771011807000001,-4.052429877,-4.971939569,-4.229157788999999,-5.892087008
NEM,Newmont Mining Corporation,2017,7,25,Newmont Mining Corporation_20170725,-3.918667548,-4.263750946,-4.07369448,-5.819864105,-5.276262538,-5.817591844,-4.8803855369999996,-4.420760125,-7.499750966000001,-4.432194172,-4.597916005,-4.665117498,-6.00357285,-4.271481324,-4.970387032,-4.5987552339999995,-6.112801349,-5.099048547,-3.827256172,-5.807610179,-4.331281408,-5.442933163999999,-5.377952883,-3.3406279339999996,-4.992542972,-7.55010038,-4.912166206,-4.785927994,-6.0627567220000005,-4.651389881
AVY,Avery Dennison Corp,2017,7,25,Avery Dennison Corp_20170725,-4.446159335,-5.179396445,-6.080474088,-4.627452188,-5.205223548999999,-4.983608858999999,-4.754848571,-6.049676291,-5.246488543,-6.504536497,-5.210236648,-4.572240224,-4.434860047,-4.948306971,-6.372342831,-4.415945314,-4.151421942,-6.654358253,-6.002734935,-5.4981366629999995,-6.431710687000001,-7.058735161,-4.874642253999999,-5.534039963,-6.4329440579999995,-5.082186323999999,-6.013249319,-4.358952284,-6.114674172000001,-4.015274275
AMD,Advanced Micro Devices Inc,2017,7,25,Advanced Micro Devices Inc_20170725,-3.077665777,-3.1382074010000003,-4.419548617,-3.7142887069999997,-4.91338607,-3.6969347089999998,-4.6332333310000005,-4.703507023,-3.7453194030000003,-3.73692329,-3.846341901,-2.894276428,-4.702135006000001,-3.1387688889999996,-3.893388064,-3.508094331,-3.7739494330000003,-6.019412829,-3.6547094139999996,-4.609329166,-3.6701586180000003,-6.436127443999999,-5.184993041,-4.129547028,-5.02962151,-3.151254725,-3.6478998560000004,-4.225682773,-3.888794092,-5.372180227
GM,General Motors,2017,7,25,General Motors_20170725,-6.567128793999999,-4.71235965,-5.353858954,-5.137766486,-3.384115019,-6.361995082999999,-6.545904473999999,-4.241886678,-7.06981555,-5.971837595,-5.773700136,-4.479614152,-6.547626185,-4.169541295,-6.227884376,-5.131305383,-3.864232804,-5.327330918,-6.076279861000001,-4.494385392,-5.224608058,-7.07560227,-6.095896698,-5.98027635,-8.174274913,-4.77409233,-3.907001523,-3.79685893,-5.660775341,-3.8053087910000003
dgx,Quest Diagnostics,2017,7,25,Quest Diagnostics_20170725,-7.902192122000001,-4.945547704,-5.345203298,-4.513702385,-8.191617818,-5.67955245,-5.573487561,-5.20565683,-6.099625525,-5.324218108,-5.903261417,-4.784683322,-5.373104522999999,-5.686095775,-6.6336925,-6.566266017,-4.348409593,-5.350649632,-6.6931510439999995,-4.0441922230000005,-6.974006997999999,-6.442303542,-5.467299765,-8.584558572,-6.059440078,-5.42583956,-4.589098365,-6.400182316,-4.971383425,-6.50945809
tel,TE Connectivity Ltd.,2017,7,26,TE Connectivity Ltd._20170726,-6.915690767,-4.111497042,-3.999911203,-5.003113678,-4.615899788,-4.4733776910000005,-4.794026046,-5.040690526000001,-5.907368505,-5.063821213,-3.52132504,-6.40685033,-4.345325894,-4.613727456,-4.930172518,-3.7600729139999998,-6.654286295,-4.863814484,-5.181627658,-6.0760813229999995,-5.567523409,-5.706731002000001,-4.691460523,-4.628204739,-5.472142535,-4.668778088,-6.343051288,-4.856774243,-7.877352045,-5.421194614
ffiv,F5 Networks,2017,7,26,F5 Networks_20170726,-2.6365642830000002,-3.78603805,-4.832181284,-5.71000921,-4.069481,-5.377640875,-6.681513436,-6.0949742129999995,-4.43023369,-9.381644782999999,-3.978505073,-4.413531583,-4.595202675,-5.577705065,-7.434683538,-4.974460693,-4.483898554,-5.751964462999999,-4.92889577,-4.741947131,-4.28925485,-7.29231426,-6.974558387,-8.274822553,-4.873837606,-5.077201672,-4.993035705,-4.0240861169999995,-6.7976452389999995,-4.841961348
dte,DTE Energy Co.,2017,7,26,DTE Energy Co._20170726,-8.182605976,-5.138127285,-5.749008396,-7.332404324,-5.166993074,-4.439403031,-7.349290696000001,-9.29451108,-5.445715068999999,-4.834278703,-5.321904623,-4.517942314,-4.515414901000001,-6.812097716,-5.035385417,-8.611651797,-5.01427732,-6.05327634,-5.442482537,-5.366795934,-6.61459325,-6.143318785,-5.160339438,-8.226545776,-6.685711977,-5.768074839,-6.330732716,-5.150357422,-4.6391788389999995,-6.430393005
TSCO,Tractor Supply Company,2017,7,26,Tractor Supply Company_20170726,-2.55953236,-4.146618767,-4.729498695,-6.6868062120000005,-4.702103784,-5.791551674,-3.624520918,-5.010467446,-4.164016209,-5.447681825,-3.18328932,-5.177827112,-4.595685475,-3.6248962989999995,-3.831498416,-3.600499226,-5.520008445,-6.815283567000001,-3.6593681989999998,-4.167631312,-4.474547112,-3.418507905,-4.565360726000001,-5.686253677000001,-5.734173922,-4.656498474,-7.592711552000001,-5.919206122,-4.530251731,-4.1780528189999995
KO,Coca-Cola Company (The),2017,7,26,Coca-Cola Company (The)_20170726,-4.790560255,-6.038463713,-5.600866944,-5.7912337670000005,-6.029429092999999,-6.345529979,-5.59342527,-5.783848575,-7.039877487999999,-8.424982161,-5.716823918999999,-5.7201086629999995,-5.38037951,-4.765871583,-8.437420451,-4.911779718,-5.486272672999999,-8.426098578,-6.347449885,-6.633361822,-5.858716205,-5.648243936,-5.716329527,-7.322414589,-6.629927755,-5.64785563,-5.28849963,-5.789983512,-7.0453676210000005,-4.967253587
BAX,Baxter International Inc.,2017,7,26,Baxter International Inc._20170726,-4.28883563,-5.150495016,-5.492708921,-5.5719605770000005,-3.915485721,-6.49393178,-5.325346408,-5.989455018999999,-8.695232592,-5.293645355,-5.265848223,-6.129736895,-5.033279264,-4.660290137,-4.687390853,-4.732932476,-7.103643392,-5.5358557820000005,-4.07345631,-4.486229398,-6.931731694,0.0,-6.159406921,-5.591010097000001,-5.584647008999999,-4.698538792,-5.78852032,-7.126739955,-5.17984716,-5.306845999
AOS,A.O. Smith Corp,2017,7,26,A.O. Smith Corp_20170726,-5.956073953,-4.954897961,-4.295443948,-5.641344947,-4.355219538,-5.768873975,-4.394252247,-4.973631356,-5.896217631,-4.990631363,-4.702892547,-5.946593758,-4.781536888,-5.552031405,-4.729246166,-4.227195031,-6.397376813999999,-5.70249614,-4.384832402,-5.557374426,-4.2805484410000005,-4.799907912,-5.296452486000001,-5.824675397999999,-4.296196729,-4.486639506,-6.3222728770000005,-5.407879625,-8.621248262,-5.066729128
ROK,Rockwell Automation Inc.,2017,7,26,Rockwell Automation Inc._20170726,-4.308503776,-5.798858012,-5.682496018999999,-4.727696498999999,-4.59646394,-6.278464486,-5.5711054120000005,-5.188660059,-6.624974944,-8.328285142999999,-4.123134792,-5.686741683999999,-4.252584549,-6.932302859,-7.508631105,-4.081203205,-7.203145734,-5.167141846,-4.081109294,-3.944223842,-7.19549809,-5.729910694,-8.292009734,-5.283192133,-4.271075711,-4.726771395,-6.304203352,-5.153359243,-5.01009044,-6.516885612
ANTM,Anthem Inc.,2017,7,26,Anthem Inc._20170726,-4.835045801000001,-3.7607134939999995,-4.777894727,-6.003368675,-4.405178159,-4.329192319,-5.295354869,-7.28930525,-4.9354337710000005,-5.396631537,-4.1208705089999995,-6.483492578,-4.612751389,-4.73510912,-6.284231562,-4.9352160110000005,-5.319132579,-4.584555537,-4.5794356469999995,-6.54568835,-4.42830854,-6.77628947,-5.484142619,-6.315043599999999,-4.421118465,-3.7419712539999996,-4.9489871,-6.671599457999999,-4.022820703,-6.433704755
PYPL,PayPal,2017,7,26,PayPal_20170726,-3.7664866389999996,-4.148133959,-4.511702123,-4.305602252,-5.597405801,-4.436243113,-4.888633269,-4.349600807,-6.054108286,-5.746378549,-3.58805545,-7.972787904,-4.041329368,-4.540593718999999,-4.599986288,-4.099166268,-5.979575917000001,-7.303915684,-3.719652092,-4.343968645,-7.090925068,-7.60094315,-4.673667312,-4.837109218,-4.385471793,-6.53136173,-5.6360819179999995,-5.779124977,-7.621888922,-4.389239652
WM,Waste Management Inc.,2017,7,26,Waste Management Inc._20170726,-4.548658728,-4.754265042,-5.364689256,-6.978818201,-7.826701627,-5.315056238,-6.628274406,-6.364593022999999,-7.318133573,-6.5293789339999995,-5.188026715,-5.924478634,-4.374168171,-6.221856067999999,-5.530719342,-5.085739861,-5.597510064,-5.558694847000001,-4.740185278999999,-6.105376764,-5.298693256,-5.753229072000001,-5.3235470110000005,-5.047471754,-5.950080753,-6.175715714,-6.870889678999999,-4.123130262,-5.990698409,-5.307715503
TWTR,"Twitter, Inc.",2017,7,27,"Twitter, Inc._20170727",-5.231700931000001,-3.233913933,-4.8984704080000006,-4.751745495,-4.984223525,-4.991045295,-4.997838183,-4.183575673,-7.387067323999999,-3.72291073,-4.528796758,-4.539532578,-4.744308375,-4.330106384,-4.020413531,-4.884695017,-4.892220055,-3.43336949,-3.919871098,-5.490121973,-4.253839004,-4.932666736,-4.652174021,0.0,-6.741087332,-5.823652686,-4.3855870139999995,-4.527206926,-3.7647731089999996,-4.315741127
LKQ,LKQ Corporation,2017,7,27,LKQ Corporation_20170727,-4.001747475,-7.048299911,-4.7466596160000005,-5.7412824879999995,-6.749615567999999,-6.525338147,-4.609864577,-5.312926937,-5.502136877000001,-3.8685917869999997,-6.178244814,-6.7399052710000005,-6.045622315,-3.728221905,-4.4087540160000005,-6.747857027999999,-8.132786596,-4.955248972,-5.367727749,-5.191208134,-4.574715361,-6.34859674,-4.6728179160000005,-4.518249607,-4.556503345,-6.2045621660000005,-5.3192835380000005,-6.365651645,-6.076184893,-6.361567401
PCG,PG&E Corp.,2017,7,27,PG&E Corp._20170727,-6.515375982,-5.6384705010000005,-4.849823701,-5.994671665,-4.879152801,-5.254452274,-5.169161807,-5.404431722000001,-5.707382122,-6.441705849,-6.443298266,-6.131490337000001,-5.951365393,-5.799831926,-4.786929791,-6.0664459079999995,-5.7967625410000005,-5.378600153,-5.713462219,-6.367328855,-5.449294279,-5.719363346000001,-7.248876634,-6.149296782,-5.5594127229999994,-4.927260896,-7.753065847,-6.078788045,-4.705954564,-5.361564627
KLAC,KLA-Tencor Corp.,2017,7,27,KLA-Tencor Corp._20170727,-2.894283708,-3.976555178,0.0,-3.565444823,-4.451111257,-6.52854855,-3.329846327,-4.236706625,-4.730455371000001,-3.310149795,-3.44617127,-4.355154066,-5.250283305,-4.661892912,-3.7737929869999998,-5.210606161,-4.2795659189999995,-3.499213449,-5.904851337999999,-4.3760255919999995,-6.217956087,-4.446852851,-4.679297163999999,-4.3949869669999995,-6.370855778999999,-5.481585582999999,-5.411621287000001,-4.714019044,-4.747058947,-4.587697675
NLSN,Nielsen Holdings,2017,7,27,Nielsen Holdings_20170727,-4.246310322,-3.542266759,-6.757126522,-4.9981473030000005,-5.11406917,-4.238995682,-4.088930217,-3.632025543,-4.557219377,-3.556057698,-4.685307787,-5.915720725,-6.930054212999999,-4.467141472,-4.477081498,-4.738962628,-4.851518466,-4.034888781,-4.127633152,-5.225699158,-5.184586079,-5.7162115920000005,-4.910640632,-5.380157287,-6.879581056,-4.075233981,-4.0332427619999995,-5.430685242000001,-4.507044256,-6.31116895
MA,Mastercard Inc.,2017,7,27,Mastercard Inc._20170727,-4.839480747,-7.058583903,-4.325728848,-4.750294908,-5.2007595989999995,-7.525829615,-5.445973456,-5.486625478,-6.98659552,-4.14753986,-4.977273138999999,-3.924162688,-5.589210292000001,-5.115353377,-4.486840038,-6.221423419,-5.099412208,-4.2617664710000005,-5.211029357,-7.09841395,-6.450725215,-4.793196054,-9.503987074,-8.115679044,-5.589512067,-7.705783852000001,-5.436943847999999,-6.3575396689999994,-3.597538847,-5.2876147630000006
MAS,Masco Corp.,2017,7,27,Masco Corp._20170727,-4.918165153,-4.473458276000001,-5.250399249,-6.641885887999999,-4.882779669,-4.716101806,-5.766404006,-4.187829195,-4.471760061,-3.904005867,-5.023113254,-4.096797179,-5.739196967000001,-6.435654929,-3.613854954,-6.255760639,-5.634782886,-4.374658575,-4.919983271,-5.0304110710000005,-5.368748111,-8.197499422,-8.197224042,-6.405542733,-4.510024458999999,-4.842575133,-4.504141409,-5.49855906,-5.21489557,-4.173030763
ALGN,Align Technology,2017,7,27,Align Technology_20170727,-2.2978903180000003,-3.390621027,-4.330914112,-4.7678056060000005,-4.219685842,-4.990077542,-3.581986213,-6.100722842000001,-4.391396874,-3.6562474519999997,-4.297138604,-5.667338797999999,-3.82234589,-5.8949536810000005,-2.97608944,-5.4197087029999995,-5.589616069,-3.604330092,-6.354649698999999,-4.252266325,-4.151327132,-4.210680762,-5.052090026,-5.27553236,-4.543523236,-6.196329308999999,-4.09083665,-4.195977051,-3.9621160210000004,-4.821339873
CMCSA,Comcast Corp.,2017,7,27,Comcast Corp._20170727,-6.08254288,-3.749379725,-5.907419826,-4.80599901,-4.86032335,-5.983890017999999,-8.283710764,-4.85027558,-4.029369125,-6.00712612,-4.67453644,-3.9519764019999997,-4.651580581,-5.072773465,-3.749870615,-5.081903285,-4.974790018,-4.3065019389999994,-4.0787356930000005,-4.378347572,-6.505697276,-5.659979694,-5.412122581,-4.108385801,-5.269800458,-4.502511459,-4.656633869,-4.398639909,-2.7738011460000003,-4.594892839
MMC,Marsh & McLennan,2017,7,27,Marsh & McLennan_20170727,-4.110099262,-4.707862938,-4.592039594,-6.48651221,-5.925640331,-5.7484949389999995,-6.073790205,-4.936519594,-7.568155403,-5.266288495,-7.157963481,-4.631730163,-5.432543162000001,-7.577375228999999,-4.420508859,-6.243545984,-6.651113516000001,-4.75024716,-4.388840171,-5.6188823260000005,-6.8681540860000005,-5.077249565,-5.170461803999999,-5.2353517080000005,-4.749613641,-5.9184171029999995,-5.869183055,-4.485682386000001,-6.40917376,-3.2327950060000004
UPS,United Parcel Service,2017,7,27,United Parcel Service_20170727,-4.05423679,-5.159445319,-6.82330234,-4.615829903,-6.058965522,-5.3490787619999995,-6.379623996,-8.223870797,-5.371432494,-5.130263497,-5.362738087,-3.90254829,-5.446863044,-5.282489202,-4.13306912,-5.594200722999999,-5.4437117189999995,-4.996069928,-4.692670351,-6.341607095,-7.726138434,-5.672511055,-4.6390533089999995,-7.269546632999999,-5.238966895,-8.246443725,-5.494629085,-6.942802684,-4.8853311360000005,-5.70966009
CELG,Celgene Corp.,2017,7,27,Celgene Corp._20170727,-7.894934975,-4.628560562,-6.377935445,-6.015310485,-4.855384556000001,-5.135059013,-5.939438274,-4.338206898999999,-6.111235445,-3.260827193,-6.297469992000001,-4.017797863,-4.426307072,-7.085287097,-3.574269285,-7.50800803,-6.36341434,-3.7967480260000004,-4.7744608269999995,-5.012106388,-5.8621432460000005,-4.187035659,-5.115858357,-4.244279057,-3.3764946460000003,-5.732450726000001,-8.443802639,-5.147712843,-4.472786746000001,-4.723028087
